Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H0,1991,1991,1991,2,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,28165564,,,0
H0,1991,1991,1991,2,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,6397915541,,,0
H0,1992,1992,1992,2,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,1758212,,,0
H0,1992,1992,1992,2,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,349929750,,,0
H0,1992,1992,1992,2,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2448559,,,0
H0,1992,1992,1992,2,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,49890084,,,0
H0,1992,1992,1992,2,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,566510080,,,0
H0,1992,1992,1992,2,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,4148364,,,0
H0,1992,1992,1992,2,0,2,Export,96,Brunei Darussalam,BRN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2583,,,0
H0,1992,1992,1992,2,0,2,Export,104,Myanmar,MMR,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,147334752,,,0
H0,1992,1992,1992,2,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,7088432640,,,0
H0,1992,1992,1992,2,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,16718318,,,0
H0,1992,1992,1992,2,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,454064064,,,0
H0,1992,1992,1992,2,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,706415770,,,0
H0,1992,1992,1992,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,13360583,,,0
H0,1992,1992,1992,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,212650384,,,0
H0,1992,1992,1992,2,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,392928,,,0
H0,1992,1992,1992,2,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,594358464,,,0
H0,1992,1992,1992,2,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,28571584,,,0
H0,1992,1992,1992,2,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,1636760704,,,0
H0,1992,1992,1992,2,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2387632128,,,0
H0,1992,1992,1992,2,0,2,Export,300,Greece,GRC,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,66153136,,,0
H0,1992,1992,1992,2,0,2,Export,332,Haiti,HTI,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,585263,,,0
H0,1992,1992,1992,2,0,2,Export,348,Hungary,HUN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,236952992,,,0
H0,1992,1992,1992,2,0,2,Export,352,Iceland,ISL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,17878,,,0
H0,1992,1992,1992,2,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,4200926976,,,0
H0,1992,1992,1992,2,0,2,Export,372,Ireland,IRL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,152417280,,,0
H0,1992,1992,1992,2,0,2,Export,388,Jamaica,JAM,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,353253,,,0
H0,1992,1992,1992,2,0,2,Export,392,Japan,JPN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,96997704,,,0
H0,1992,1992,1992,2,0,2,Export,404,Kenya,KEN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,3848830,,,0
H0,1992,1992,1992,2,0,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,102735832,,,0
H0,1992,1992,1992,2,0,2,Export,446,"China, Macao SAR",MAC,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2463511,,,0
H0,1992,1992,1992,2,0,2,Export,450,Madagascar,MDG,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,3191416,,,0
H0,1992,1992,1992,2,0,2,Export,458,Malaysia,MYS,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,4030985175,,,0
H0,1992,1992,1992,2,0,2,Export,484,Mexico,MEX,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,322316992,,,0
H0,1992,1992,1992,2,0,2,Export,512,Oman,OMN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,954148,,,0
H0,1992,1992,1992,2,0,2,Export,528,Netherlands,NLD,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,729305344,,,0
H0,1992,1992,1992,2,0,2,Export,554,New Zealand,NZL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,587732966,,,0
H0,1992,1992,1992,2,0,2,Export,600,Paraguay,PRY,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,52926660,,,0
H0,1992,1992,1992,2,0,2,Export,604,Peru,PER,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,7053476,,,0
H0,1992,1992,1992,2,0,2,Export,620,Portugal,PRT,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,414351904,,,0
H0,1992,1992,1992,2,0,2,Export,642,Romania,ROU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,138788032,,,0
H0,1992,1992,1992,2,0,2,Export,662,Saint Lucia,LCA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,42776,,,0
H0,1992,1992,1992,2,0,2,Export,682,Saudi Arabia,SAU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,11515365,,,0
H0,1992,1992,1992,2,0,2,Export,699,India,IND,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,14718686,,,0
H0,1992,1992,1992,2,0,2,Export,702,Singapore,SGP,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,552497600,,,0
H0,1992,1992,1992,2,0,2,Export,711,So. African Customs Union,ZAF,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,133013544,,,0
H0,1992,1992,1992,2,0,2,Export,724,Spain,ESP,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,361378816,,,0
H0,1992,1992,1992,2,0,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2424801280,,,0
H0,1992,1992,1992,2,0,2,Export,757,Switzerland,CHE,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,391661120,,,0
H0,1992,1992,1992,2,0,2,Export,764,Thailand,THA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,252477284,,,0
H0,1992,1992,1992,2,0,2,Export,780,Trinidad and Tobago,TTO,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,4937229,,,0
H0,1992,1992,1992,2,0,2,Export,784,United Arab Emirates,ARE,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,5385,,,0
H0,1992,1992,1992,2,0,2,Export,788,Tunisia,TUN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,2739896,,,0
H0,1992,1992,1992,2,0,2,Export,792,Turkey,TUR,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,31613163,,,0
H0,1992,1992,1992,2,0,2,Export,842,USA,USA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,6735383613,,,0
H0,1992,1992,1992,2,0,2,Export,891,Serbia and Montenegro,SCG,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,55321000,,,0
H0,1993,1993,1993,2,0,2,Export,12,Algeria,DZA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,203636,,,0
H0,1993,1993,1993,2,0,2,Export,32,Argentina,ARG,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,32692176,,,0
H0,1993,1993,1993,2,0,2,Export,36,Australia,AUS,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,416905778,,,0
H0,1993,1993,1993,2,0,2,Export,50,Bangladesh,BGD,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,5364058,,,0
H0,1993,1993,1993,2,0,2,Export,64,Bhutan,BTN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,10946960,,,0
H0,1993,1993,1993,2,0,2,Export,68,Bolivia (Plurinational State of),BOL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,53386628,,,0
H0,1993,1993,1993,2,0,2,Export,76,Brazil,BRA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,840642176,,,0
H0,1993,1993,1993,2,0,2,Export,84,Belize,BLZ,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,3557028,,,0
H0,1993,1993,1993,2,0,2,Export,108,Burundi,BDI,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,9629,,,0
H0,1993,1993,1993,2,0,2,Export,124,Canada,CAN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,9243728157,,,0
H0,1993,1993,1993,2,0,2,Export,140,Central African Rep.,CAF,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,811731,,,0
H0,1993,1993,1993,2,0,2,Export,144,Sri Lanka,LKA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,19182505,,,0
H0,1993,1993,1993,2,0,2,Export,152,Chile,CHL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,582212224,,,0
H0,1993,1993,1993,2,0,2,Export,156,China,CHN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,835235871,,,0
H0,1993,1993,1993,2,0,2,Export,170,Colombia,COL,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,10546908,,,0
H0,1993,1993,1993,2,0,2,Export,178,Congo,COG,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,31445124,,,0
H0,1993,1993,1993,2,0,2,Export,191,Croatia,HRV,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,213973184,,,0
H0,1993,1993,1993,2,0,2,Export,196,Cyprus,CYP,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,162074,,,0
H0,1993,1993,1993,2,0,2,Export,203,Czechia,CZE,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,356498496,,,0
H0,1993,1993,1993,2,0,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,551174848,,,0
H0,1993,1993,1993,2,0,2,Export,212,Dominica,DMA,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,16436,,,0
H0,1993,1993,1993,2,0,2,Export,218,Ecuador,ECU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,42102972,,,0
H0,1993,1993,1993,2,0,2,Export,246,Finland,FIN,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,1753855488,,,0
H0,1993,1993,1993,2,0,2,Export,266,Gabon,GAB,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,80475168,,,0
H0,1993,1993,1993,2,0,2,Export,276,Germany,DEU,0,World,WLD,,,,,,,,44,"Wood and articles of wood, wood charcoal",1,No Quantity,,,,,,,1892530048,,,0
